"Date received",Product,Sub-product,Company,State,"ZIP code","Consumer consent provided?","Submitted via","Company response to consumer","Timely response?","Consumer disputed?"
2013-07-05,Mortgage,"Conventional fixed mortgage","HSBC North America Holdings Inc.",MO,63146,,Web,"Closed with explanation",1,1
2012-07-26,Mortgage,"Conventional fixed mortgage","Bank of America",IN,47711,,Web,"Closed with non-monetary relief",1,0
2013-10-26,"Bank account or service","Checking account","Wells Fargo & Company",TX,77036,,Web,"Closed with explanation",1,1
2015-07-09,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",NC,27101,,Phone,"Closed with explanation",1,0
2015-02-25,"Bank account or service","Checking account","Wells Fargo & Company",CO,80219,,Referral,"Closed with monetary relief",1,0
2015-04-07,"Debt collection",Medical,"AMCOL Systems, Inc.",NY,14057,"Consent not provided",Web,"Closed with non-monetary relief",0,0
2015-06-02,Mortgage,"Conventional fixed mortgage","Nationstar Mortgage",LA,70714,Other,Web,"Closed with explanation",1,1
2013-09-12,Mortgage,"Conventional fixed mortgage","Bank of America",NY,14580,,Phone,"Closed with non-monetary relief",1,0
2015-04-29,"Credit card",,Amex,CA,902XX,"Consent provided",Web,"Closed with monetary relief",1,1
2016-02-24,"Credit reporting",,Equifax,FL,344XX,"Consent provided",Web,"Closed with explanation",1,0
2015-12-09,"Credit card",,"Synchrony Financial",PA,19053,"Consent not provided",Web,"Closed with explanation",1,0
2014-07-30,"Debt collection",Medical,"Credit Service Company",AR,72936,,Web,"Closed with explanation",1,0
2012-06-23,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",GA,31326,,Web,"Closed with non-monetary relief",1,0
2016-05-01,"Credit card",,"Barclays PLC",NC,27302,"Consent not provided",Web,"Closed with explanation",1,0
2014-01-23,"Debt collection","I do not know","CNG Financial Corporation",FL,32907,,Web,"Closed with explanation",1,0
2012-07-26,Mortgage,"FHA mortgage","Wells Fargo & Company",MI,48059,,Web,"Closed with non-monetary relief",1,0
2014-04-29,"Bank account or service","Other bank product/service","PayPal Holdings, Inc.",NY,13685,,Referral,"Closed with explanation",1,1
2013-08-02,"Bank account or service","Checking account","U.S. Bancorp",NE,68504,,Referral,"Closed with explanation",1,0
2016-11-28,"Credit card",,Discover,UT,847XX,"Consent provided",Web,"Closed with explanation",1,
2016-10-21,"Debt collection",Medical,"Encore Capital Group",GA,312XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2012-11-01,"Credit reporting",,Equifax,FL,33406,,Referral,"Closed with non-monetary relief",1,0
2014-08-08,"Debt collection","Credit card","Bank of America",PA,18017,,"Postal mail","Closed with explanation",1,0
2015-07-17,"Debt collection","Credit card","Financial Credit Service, Inc.",OK,73118,,Referral,"Closed with explanation",1,1
2014-03-07,"Credit reporting",,Equifax,TX,75218,,Web,"Closed with explanation",1,0
2016-05-31,Mortgage,"Other mortgage","Wells Fargo & Company",NC,28570,,Phone,"Closed with explanation",1,0
2014-01-23,"Credit reporting",,Equifax,NY,10463,,Web,"Closed with explanation",1,1
2015-08-21,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",IL,60010,"Consent not provided",Web,"Closed with explanation",1,1
2012-07-18,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",GA,30263,,Web,"Closed with non-monetary relief",1,0
2014-12-23,"Debt collection","Payday loan","Tennessee Quick Cash, Inc.",TN,37167,,Web,"Closed with explanation",1,0
2014-04-11,"Credit card",,Amex,GA,30328,,Phone,"Closed with explanation",1,0
2015-09-23,"Debt collection","Credit card","PayPal Holdings, Inc.",AZ,856XX,"Consent provided",Web,"Closed with explanation",1,0
2016-11-03,"Debt collection","Other (i.e. phone, health club, etc.)","GC Services Limited Partnership",UT,846XX,"Consent provided",Web,"Closed with explanation",1,0
2016-03-31,"Credit reporting",,Equifax,OH,440XX,"Consent provided",Web,"Closed with explanation",1,0
2016-10-30,"Bank account or service","Other bank product/service",Citibank,NJ,7054,"Consent not provided",Web,"Closed with monetary relief",1,0
2016-06-08,"Credit reporting",,Experian,FL,330XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2014-06-23,"Bank account or service","Checking account","JPMorgan Chase & Co.",,,,Phone,"Closed with explanation",1,0
2015-02-06,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",MI,48180,,Web,"Closed with explanation",1,1
2016-11-03,"Debt collection",Auto,"Fenton & McGarvey Law Firm, P.S.C.",MT,59106,"Consent not provided",Web,"Closed with explanation",1,1
2016-04-29,"Debt collection","Payday loan","CNG Financial Corporation",MI,48060,,Phone,"Closed with explanation",1,0
2016-10-05,"Debt collection",Auto,"American Honda Finance Corporation",GA,30017,"Consent not provided",Web,"Closed with explanation",1,1
2013-04-25,Mortgage,"Conventional adjustable mortgage (ARM)","JPMorgan Chase & Co.",TX,75001,,Web,"Closed with explanation",1,1
2015-10-26,"Debt collection","I do not know","Cavalry Investments, LLC",GA,30032,"Consent not provided",Web,"Closed with non-monetary relief",1,1
2014-07-08,Mortgage,"Conventional adjustable mortgage (ARM)","SunTrust Banks, Inc.",GA,30290,,Web,"Closed with explanation",1,0
2014-06-19,"Credit card",,"Synchrony Financial",VA,22034,,Referral,"Closed with explanation",1,0
2015-10-02,"Debt collection","Credit card",Citibank,TX,77023,,Phone,"Closed with explanation",1,0
2014-12-19,Mortgage,"VA mortgage","Dovenmuehle Mortgage Inc.",NC,27605,,Web,"Closed with explanation",1,1
2016-06-25,"Bank account or service","Savings account","BB&T Financial",VA,229XX,"Consent provided",Web,"Closed with explanation",1,1
2016-06-12,Mortgage,"Conventional fixed mortgage","Nationstar Mortgage",NJ,7945,"Consent not provided",Web,"Closed with explanation",1,0
2014-12-16,"Debt collection","I do not know","JPMorgan Chase & Co.",NV,89460,,Referral,"Closed with explanation",1,0
2013-01-25,"Credit card",,Citibank,CA,91354,,Web,"Closed with monetary relief",1,0
2015-05-26,"Credit card",,"Bank of America",AL,363XX,"Consent provided",Web,"Closed with explanation",1,0
2015-11-25,"Credit reporting",,Experian,CA,95126,"Consent not provided",Web,"Closed with explanation",1,0
2012-03-13,"Bank account or service","Checking account",Citibank,NY,10025,,Web,"Closed without relief",1,1
2015-06-09,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",IL,605XX,"Consent provided",Web,"Closed with monetary relief",1,0
2014-12-17,"Credit card",,Citibank,MO,63120,,Referral,"Closed with explanation",1,0
2013-05-30,Mortgage,"Other mortgage","CIT Bank National Association",CA,94603,,Referral,"Closed with explanation",1,0
2015-05-05,"Credit card",,"Bank of America",IL,600XX,"Consent provided",Web,"Closed with monetary relief",1,0
2014-11-18,"Debt collection","Credit card","PayPal Holdings, Inc.",MD,21060,,Web,"Closed with monetary relief",1,0
2016-02-01,"Debt collection","Credit card","Resurgent Capital Services L.P.",CA,95210,,"Postal mail","Closed with non-monetary relief",1,0
2016-03-13,Mortgage,"Conventional adjustable mortgage (ARM)","Specialized Loan Servicing LLC",TX,770XX,"Consent provided",Web,"Closed with explanation",1,0
2013-01-10,Mortgage,"Conventional fixed mortgage","Metropolitan Home Mortgage, Inc.",CA,90501,,Web,"Closed with explanation",1,0
2013-12-19,"Bank account or service","Checking account","TD Bank US Holding Company",NY,10016,,Web,"Closed with monetary relief",1,0
2016-01-17,"Debt collection","Credit card","Encore Capital Group",AL,362XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2014-11-16,"Credit reporting",,Experian,IN,47303,,Web,"Closed with explanation",1,0
2013-11-19,"Debt collection","Other (i.e. phone, health club, etc.)","Credit Bureau Collection Services, Inc.",UT,84032,,Web,"Closed with monetary relief",1,0
2012-10-12,"Credit card",,"TD Bank US Holding Company",,,,Referral,"Closed with explanation",1,1
2016-01-14,"Bank account or service","Other bank product/service","U.S. Bancorp",MD,20906,"Consent not provided",Web,"Closed with explanation",1,1
2013-04-03,"Bank account or service","Checking account","Bank of America",CA,95136,,Web,"Closed with monetary relief",1,0
2013-11-07,Mortgage,"Reverse mortgage","Nationstar Mortgage",CA,95451,,Referral,"Closed with explanation",1,0
2015-10-29,"Debt collection","Other (i.e. phone, health club, etc.)","CL Holdings, LLC",CA,945XX,"Consent provided",Web,"Closed with explanation",1,0
2012-11-01,"Bank account or service","Checking account","PNC Bank N.A.",OH,43560,,Web,"Closed with explanation",1,0
2012-08-15,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",CO,80124,,Web,"Closed with explanation",1,0
2016-10-17,Mortgage,"Conventional adjustable mortgage (ARM)","FCI Lender Services Inc.",CA,924XX,"Consent provided",Web,"Closed with explanation",1,0
2016-10-07,Mortgage,"FHA mortgage",Amerisave,TX,750XX,"Consent provided",Web,"Closed with explanation",1,0
2013-01-23,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",TX,75056,,Web,"Closed with explanation",1,0
2013-12-29,"Credit reporting",,"Capital One",TX,76227,,Web,"Closed with explanation",1,0
2015-08-05,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",WI,53704,,"Postal mail","Closed with explanation",1,0
2015-05-29,Mortgage,"Other mortgage",Ocwen,NM,87015,"Consent not provided",Web,"Closed with explanation",1,0
2016-04-20,"Debt collection",Medical,"B.C. Services, Inc.",OH,436XX,"Consent provided",Web,"Closed with explanation",1,0
2016-05-17,"Credit reporting",,Equifax,OH,436XX,"Consent provided",Web,"Closed with explanation",1,1
2012-11-29,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",CA,94591,,Phone,"Closed with explanation",0,1
2015-09-02,"Debt collection","Other (i.e. phone, health club, etc.)","PNC Bank N.A.",NC,27615,,Referral,Closed,1,1
2014-09-11,Mortgage,"Conventional fixed mortgage","M&T Bank Corporation",NY,14514,,Web,"Closed with explanation",1,0
2016-02-07,"Credit reporting",,Experian,CA,95661,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2015-01-20,Mortgage,"Conventional adjustable mortgage (ARM)","Wells Fargo & Company",MD,20741,,Web,"Closed with explanation",1,0
2015-11-08,"Credit reporting",,Experian,NC,27616,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2014-05-01,Mortgage,"Other mortgage",Ocwen,FL,32034,,"Postal mail","Closed with explanation",1,0
2012-05-04,Mortgage,"Conventional fixed mortgage","Bank of America",CA,95818,,Web,"Closed without relief",1,0
2015-04-24,"Credit card",,"Barclays PLC",SC,29341,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2013-01-03,Mortgage,"VA mortgage","HSBC North America Holdings Inc.",MD,20879,,"Postal mail","Closed with explanation",1,0
2016-12-19,"Credit reporting",,Equifax,NJ,8005,,Referral,"Closed with explanation",1,
2012-10-17,"Bank account or service","Checking account","Synchrony Financial",MA,1906,,"Postal mail","Closed with monetary relief",1,0
2014-01-29,Mortgage,"FHA mortgage","Bank of America",NC,28227,,Web,"Closed with explanation",1,0
2014-10-09,Mortgage,"Conventional fixed mortgage",Ocwen,WA,98237,,Web,"Closed with explanation",1,1
2012-05-09,"Credit card",,"Bank of America",CA,95834,,Web,"Closed with relief",0,0
2012-07-26,Mortgage,"Other mortgage",Ocwen,TN,37209,,Web,"Closed with explanation",1,0
2013-05-28,Mortgage,"Other mortgage","JPMorgan Chase & Co.",MI,48382,,"Postal mail","Closed with explanation",1,0
2015-12-18,Mortgage,"Home equity loan or line of credit","SunTrust Banks, Inc.",FL,32073,"Consent not provided",Web,"Closed with explanation",1,0
2016-07-27,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",FL,346XX,"Consent provided",Web,"Closed with explanation",1,1
2016-08-25,"Credit reporting",,Equifax,WA,98034,"Consent not provided",Web,"Closed with explanation",1,0
2013-01-04,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",OR,97537,,Web,"Closed with explanation",1,0
2016-11-03,Mortgage,"Conventional fixed mortgage","Arvest Bank",NJ,077XX,"Consent provided",Web,"Closed with explanation",1,0
2012-05-19,Mortgage,"Other mortgage","Citizens Financial Group, Inc.",RI,2920,,Referral,"Closed with explanation",1,0
2015-03-16,"Debt collection",Auto,"PDQ Services, Inc.",GA,30250,,Web,"Closed with explanation",1,1
2012-03-07,Mortgage,"Other mortgage",Ocwen,MI,48428,,"Postal mail","Closed without relief",1,0
2013-12-11,"Debt collection","Credit card",Discover,CA,94578,,Referral,"Closed with explanation",1,0
2016-11-08,Mortgage,"FHA mortgage","Pacific Union Financial, LLC",AZ,850XX,"Consent provided",Web,"Closed with explanation",1,0
2016-03-08,"Debt collection","I do not know","Encore Capital Group",WA,98223,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2015-03-24,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",IL,62704,,"Postal mail","Closed with explanation",1,0
2016-04-01,"Debt collection","Credit card","Pollack & Rosen, P.A.",FL,33138,"Consent not provided",Web,"Closed with explanation",0,0
2014-02-05,"Credit reporting",,Experian,CA,90715,,Web,"Closed with non-monetary relief",1,0
2015-01-26,"Debt collection","I do not know","Apelles, LLC",MD,21502,,Web,"Closed with explanation",1,0
2016-08-11,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",TN,381XX,"Consent provided",Web,"Closed with explanation",1,0
2013-12-02,"Credit card",,"JPMorgan Chase & Co.",MD,20720,,Web,"Closed with monetary relief",1,0
2015-02-08,"Bank account or service","Checking account","JPMorgan Chase & Co.",VA,20152,,Web,"Closed with explanation",1,1
2016-06-29,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",TX,79424,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2016-09-13,"Credit reporting",,Experian,AK,997XX,"Consent provided",Web,"Closed with explanation",1,0
2015-06-08,"Bank account or service","Other bank product/service","Bank of America",CA,94109,,Phone,"Closed with non-monetary relief",1,0
2012-04-10,Mortgage,"Other mortgage","Bank of America",CA,92648,,Referral,"Closed without relief",1,1
2014-11-27,"Bank account or service","Checking account","Wells Fargo & Company",NC,28036,,Web,"Closed with explanation",1,0
2015-05-18,"Credit reporting",,Experian,DE,19971,"Consent not provided",Web,"Closed with explanation",1,0
2014-08-21,"Bank account or service","Savings account","Bank of America",FL,32277,,Phone,"Closed with explanation",1,0
2014-03-28,"Credit card",,"Barclays PLC",NY,10958,,Web,"Closed with monetary relief",1,0
2014-07-12,"Bank account or service","Checking account","Wells Fargo & Company",CA,92805,,Web,"Closed with monetary relief",1,0
2014-06-26,"Debt collection","Credit card","Oliphant Financial Corporation",CT,6013,,Web,"Closed with explanation",0,0
2015-06-18,"Debt collection","Payday loan","Concord Resolution Inc (Closed)",FL,329XX,"Consent provided",Web,"Closed with explanation",1,0
2015-02-10,"Debt collection","Credit card","First National Collection Bureau, Inc.",CA,92782,,Web,"Closed with explanation",1,0
2014-06-10,"Debt collection","Other (i.e. phone, health club, etc.)","Hunter Warfield, Inc.",CT,6533,,Web,"Closed with explanation",1,0
2015-03-24,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",CA,930XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2012-12-21,Mortgage,"Other mortgage","Ditech Financial LLC",NJ,7647,,Referral,"Closed with explanation",1,0
2015-08-10,"Debt collection","Other (i.e. phone, health club, etc.)","Aurora Enterprises, Inc.",MD,21113,"Consent not provided",Web,"Closed with explanation",1,0
2014-08-09,"Debt collection",Medical,"First Federal Credit Control",FL,33067,,Web,"Closed with explanation",1,0
2015-12-02,"Bank account or service","Other bank product/service","First National Bank of Omaha",NE,68840,"Consent not provided",Web,"Closed with explanation",1,1
2016-05-05,Mortgage,"Conventional fixed mortgage","Bank of America",WI,530XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2013-12-27,Mortgage,"Conventional adjustable mortgage (ARM)",Ocwen,CA,90250,,Web,"Closed with explanation",1,0
2016-08-15,"Credit card",,"JPMorgan Chase & Co.",NY,11230,"Consent not provided",Web,"Closed with explanation",1,0
2013-07-06,"Credit reporting",,Equifax,CA,90601,,"Postal mail","Closed with non-monetary relief",1,1
2015-07-16,"Bank account or service","Checking account","Wells Fargo & Company",NJ,8731,,"Postal mail","Closed with explanation",1,0
2014-08-10,"Credit card",,"Bank of the West",NV,89074,,Web,"Closed with explanation",1,1
2012-05-18,Mortgage,"Other mortgage","Wells Fargo & Company",NJ,7077,,Referral,"Closed without relief",1,0
2016-07-26,Mortgage,"Conventional adjustable mortgage (ARM)","Wells Fargo & Company",UT,84084,,Phone,"Closed with non-monetary relief",1,0
2015-11-22,"Credit card",,"JPMorgan Chase & Co.",NY,100XX,"Consent provided",Web,"Closed with explanation",1,1
2016-10-18,"Bank account or service","Other bank product/service","HSBC North America Holdings Inc.",CA,919XX,"Consent provided",Web,"Closed with explanation",1,0
2013-10-25,"Credit reporting",,Equifax,NJ,7712,,Web,"Closed with explanation",1,0
2014-10-13,"Debt collection","Credit card","Sterling Jewelers Inc.",NY,14904,,Web,"Closed with explanation",1,0
2016-03-30,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",TX,79107,"Consent not provided",Web,"Closed with explanation",1,0
2016-12-05,"Credit reporting",,Experian,IL,606XX,"Consent provided",Web,"Closed with explanation",1,
2012-03-14,"Bank account or service","Checking account","Citizens Financial Group, Inc.",MA,2052,,Referral,"Closed with relief",1,0
2016-07-15,"Credit reporting",,Experian,GA,302XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2016-06-09,"Debt collection","Other (i.e. phone, health club, etc.)","CL Holdings, LLC",PA,17401,,Referral,"Closed with non-monetary relief",1,0
2014-09-30,"Credit card",,"Synchrony Financial",TX,75098,,Web,"Closed with monetary relief",1,0
2013-05-08,"Bank account or service","Checking account","TCF National Bank",MN,55421,,Referral,"Closed with explanation",1,0
2012-06-06,"Bank account or service","Checking account","HSBC North America Holdings Inc.",NY,11215,,Phone,"Closed with monetary relief",1,0
2013-01-31,Mortgage,"Other mortgage","JPMorgan Chase & Co.",FL,33312,,Referral,"Closed with explanation",1,0
2015-01-29,Mortgage,"Conventional fixed mortgage","Residential Credit Solutions",CA,91324,,Phone,"Closed with explanation",0,0
2014-04-30,"Credit card",,"U.S. Bancorp",CA,90404,,Web,"Closed with explanation",1,0
2016-02-19,"Debt collection","Other (i.e. phone, health club, etc.)","I.C. System, Inc.",NC,284XX,"Consent provided",Web,"Closed with explanation",1,0
2014-03-18,Mortgage,"Conventional fixed mortgage",Ocwen,IL,60446,,Web,"Closed with explanation",1,1
2016-04-08,Mortgage,"Conventional adjustable mortgage (ARM)","Stonegate Mortgage Corporation",CA,920XX,"Consent provided",Web,"Closed with non-monetary relief",1,1
2013-09-03,Mortgage,"Conventional fixed mortgage","Specialized Loan Servicing LLC",KY,40165,,Web,Closed,1,1
2016-04-01,"Debt collection","Federal student loan","Navient Solutions, Inc.",OR,97305,,Referral,"Closed with explanation",1,1
2013-02-12,"Bank account or service","Checking account","U.S. Bancorp",IL,61938,,Referral,"Closed with explanation",1,0
2012-07-20,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",FL,33705,,Phone,"Closed with explanation",1,1
2016-05-10,Mortgage,"Conventional fixed mortgage","Specialized Loan Servicing LLC",GA,30344,"Consent not provided",Web,"Closed with explanation",1,0
2013-01-03,"Bank account or service","Checking account","Wells Fargo & Company",CA,91206,,Web,"Closed with explanation",1,0
2014-01-08,"Debt collection","Credit card","Encore Capital Group",CA,92833,,Web,"Closed with non-monetary relief",1,0
2012-11-21,"Bank account or service","Checking account","Bank of America",MA,2124,,Web,"Closed with explanation",1,0
2013-09-16,"Credit reporting",,Experian,NY,12788,,"Postal mail","Closed with explanation",1,0
2016-03-14,"Debt collection","I do not know","National Arbitration Forum",MS,397XX,"Consent provided",Web,"Untimely response",0,
2013-09-11,Mortgage,"VA mortgage","Bank of America",WA,98607,,Web,"Closed with explanation",1,0
2016-08-05,"Credit reporting",,Equifax,CA,91343,,"Postal mail","Closed with explanation",1,0
2015-08-26,Mortgage,"Other mortgage","Wells Fargo & Company",NY,11369,,Referral,"Closed with explanation",1,0
2014-01-17,"Debt collection","I do not know","Trident Asset Management, L.L.C.",MN,55353,,Web,"Closed with non-monetary relief",1,0
2016-07-28,"Debt collection",Medical,"Transworld Systems Inc.",TX,77461,"Consent not provided",Web,"Closed with explanation",1,0
2015-09-25,"Debt collection","I do not know","Tormey Bewley Corporation",GA,30318,"Consent not provided",Web,Closed,1,0
2012-01-02,"Credit card",,"Capital One",SC,29209,,Web,"Closed without relief",1,1
2012-08-17,"Bank account or service","Checking account","JPMorgan Chase & Co.",IL,60202,,Web,"Closed with explanation",1,1
2015-02-03,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",MO,63119,,Web,"Closed with monetary relief",1,0
2013-01-11,Mortgage,"Conventional fixed mortgage",Ocwen,FL,33127,,Web,"Closed with explanation",1,0
2015-10-26,"Debt collection",Medical,"Grant & Weber",CA,957XX,"Consent provided",Web,"Closed with explanation",1,0
2012-12-28,Mortgage,"Other mortgage","JPMorgan Chase & Co.",LA,70064,,Fax,Closed,1,0
2015-06-27,"Credit card",,"Synchrony Financial",OR,974XX,"Consent provided",Web,"Closed with monetary relief",1,0
2016-01-26,Mortgage,"Conventional fixed mortgage",Ocwen,TN,372XX,"Consent provided",Web,"Closed with explanation",1,0
2014-07-07,Mortgage,"Other mortgage","SunTrust Banks, Inc.",VA,22204,,Web,"Closed with explanation",1,0
2014-04-09,"Credit reporting",,Equifax,VA,23234,,Web,"Closed with non-monetary relief",1,0
2013-10-16,"Bank account or service","Checking account","Fifth Third Financial Corporation",MI,49460,,Referral,"Closed with explanation",1,1
2012-10-16,"Bank account or service","(CD) Certificate of deposit","Regions Financial Corporation",LA,70769,,Referral,"Closed with explanation",1,0
2016-02-15,"Credit reporting",,Equifax,MI,490XX,"Consent provided",Web,"Closed with explanation",1,1
2012-06-11,Mortgage,"Conventional fixed mortgage","Bank of America",CA,90803,,Referral,"Closed with non-monetary relief",0,0
2012-07-26,Mortgage,"Other mortgage","Carrington Mortgage Holdings, LLC.",CA,92129,,"Postal mail","Closed with explanation",1,0
2012-09-05,"Bank account or service","Checking account","Wells Fargo & Company",NJ,7624,,Referral,"Closed with explanation",1,0
2014-09-26,"Debt collection","Credit card","Professional Receivables Network",TX,76550,,"Postal mail","Closed with explanation",1,0
2016-06-15,"Debt collection",Auto,"Ally Financial Inc.",GA,31768,,"Postal mail","Closed with explanation",1,0
2015-06-28,"Credit reporting",,Equifax,OK,731XX,"Consent provided",Web,"Closed with explanation",1,0
2012-03-30,"Bank account or service","Checking account","BOK Financial Corp",OK,73132,,Phone,"Closed with non-monetary relief",1,0
2016-12-15,"Credit card",,"First Citizens",VA,240XX,,Web,"Closed with explanation",1,
2012-05-18,Mortgage,"Other mortgage","JPMorgan Chase & Co.",GA,30134,,Referral,"Closed with non-monetary relief",1,0
2015-10-29,Mortgage,"Conventional fixed mortgage","Wells Fargo & Company",WA,98512,,Phone,"Closed with explanation",1,0
2013-05-31,Mortgage,"Conventional fixed mortgage",Ocwen,CA,92101,,Web,"Closed with explanation",1,0
2013-05-07,Mortgage,"Other mortgage","Wells Fargo & Company",CA,91367,,Referral,"Closed with explanation",1,0
2014-03-05,"Debt collection","Credit card","Resurgent Capital Services L.P.",NY,11368,,Web,"Closed with explanation",1,0
2016-11-05,"Credit reporting",,Equifax,AL,360XX,"Consent provided",Web,"Closed with explanation",1,1
2015-08-07,Mortgage,"Conventional adjustable mortgage (ARM)","Wells Fargo & Company",CA,953XX,"Consent provided",Web,"Closed with explanation",1,1
2012-10-05,Mortgage,"Other mortgage","Residential Credit Solutions",NY,11787,,"Postal mail","Closed with explanation",1,0
2015-03-29,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",FL,331XX,"Consent provided",Web,"Closed with monetary relief",1,0
2013-10-08,Mortgage,"Other mortgage","HSBC North America Holdings Inc.",FL,33155,,Referral,"Closed with explanation",1,0
2015-07-06,Mortgage,"Conventional adjustable mortgage (ARM)","Bank of America",FL,33610,,Phone,"Closed with explanation",1,0
2013-02-22,"Credit reporting",,Equifax,GA,30043,,Web,"Closed with explanation",1,0
2015-10-13,"Debt collection","I do not know","Portfolio Recovery Associates, Inc.",MD,21229,"Consent not provided",Web,"Closed with explanation",1,0
2014-10-06,"Bank account or service","Checking account","TCF National Bank",CO,80909,,Web,"Closed with monetary relief",1,1
2016-04-11,"Credit reporting",,Equifax,WA,98300,"Consent not provided",Web,"Closed with explanation",1,0
2014-12-28,"Debt collection","Non-federal student loan","Transworld Systems Inc.",CA,48169,,Web,"Closed with explanation",1,0
2012-08-09,Mortgage,"Conventional adjustable mortgage (ARM)","The Star Financial",VA,22204,,Web,"Closed with explanation",1,0
2016-09-02,"Debt collection","Credit card","Portfolio Recovery Associates, Inc.",GA,30504,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2016-10-09,"Debt collection","Other (i.e. phone, health club, etc.)","Thrive National Corporation",GA,30350,"Consent not provided",Web,"Untimely response",0,
2014-11-24,"Credit card",,"JPMorgan Chase & Co.",NY,10023,,Referral,"Closed with explanation",1,1
2016-05-06,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",OH,44312,"Consent not provided",Web,"Closed with explanation",1,0
2016-06-15,"Credit reporting",,Experian,IL,61615,"Consent not provided",Web,"Closed with explanation",1,0
2014-11-06,"Credit card",,"Synchrony Financial",TX,77378,,Referral,"Closed with explanation",1,0
2013-09-19,"Debt collection","Credit card","Cavalry Investments, LLC",OK,73120,,Web,"Closed with explanation",1,0
2015-07-24,"Credit card",,"PayPal Holdings, Inc.",KY,404XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2013-05-21,"Credit card",,"JPMorgan Chase & Co.",VA,22551,,Web,"Closed with monetary relief",1,0
2015-10-14,"Bank account or service","Checking account","Fifth Third Financial Corporation",MI,49423,"Consent not provided",Web,"Closed with explanation",1,0
2012-07-31,Mortgage,"Other mortgage","Select Portfolio Servicing, Inc",GA,30041,,Referral,"Closed with explanation",1,1
2012-05-09,Mortgage,"Other mortgage","Bank of America",WA,98606,,Referral,"Closed without relief",1,0
2015-08-29,Mortgage,"Conventional adjustable mortgage (ARM)","Seterus, Inc.",FL,33067,Other,Web,"Closed with explanation",1,0
2015-06-12,Mortgage,"Conventional fixed mortgage","PHH Mortgage",FL,349XX,"Consent provided",Web,"Closed with explanation",1,0
2014-08-18,Mortgage,"Other mortgage","Wells Fargo & Company",AK,99577,,Referral,"Closed with explanation",1,0
2012-10-27,"Credit reporting",,Experian,AZ,85323,,Web,"Closed with explanation",1,1
2012-12-17,Mortgage,"Conventional adjustable mortgage (ARM)","Ditech Financial LLC",FL,33714,,Web,"Closed with explanation",1,0
2016-06-12,"Debt collection","Credit card","Portfolio Recovery Associates, Inc.",AL,350XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2015-01-21,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",CA,91354,,Web,"Closed with explanation",1,0
2016-05-05,"Credit reporting",,Equifax,GA,30157,"Consent not provided",Web,"Closed with explanation",1,0
2012-03-25,"Credit card",,"Capital One",CA,91789,,Referral,"Closed without relief",1,0
2014-05-30,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",TN,37115,,"Postal mail","Closed with explanation",1,0
2013-07-29,"Bank account or service","Checking account","USAA Savings",TX,78727,,Web,"Closed with monetary relief",1,0
2015-07-06,"Bank account or service","Checking account","Capital One",TX,75604,,Referral,"Closed with explanation",1,0
2016-12-26,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",SC,294XX,"Consent provided",Web,"Closed with explanation",1,
2015-07-01,"Bank account or service","Checking account","Wells Fargo & Company",FL,33162,,Phone,"Closed with monetary relief",1,0
2016-09-11,"Credit card",,"TD Bank US Holding Company",MI,499XX,"Consent provided",Web,"Closed with monetary relief",1,0
2016-09-01,Mortgage,"Home equity loan or line of credit",Citibank,IL,60559,,Phone,"Closed with monetary relief",1,0
